,"ElecMeterID(instance=1, building=1, dataset='FHMM')","ElecMeterID(instance=2, building=1, dataset='FHMM')","ElecMeterID(instance=3, building=1, dataset='FHMM')","ElecMeterID(instance=4, building=1, dataset='FHMM')","ElecMeterID(instance=5, building=1, dataset='FHMM')","ElecMeterID(instance=6, building=1, dataset='FHMM')","ElecMeterID(instance=7, building=1, dataset='FHMM')","ElecMeterID(instance=8, building=1, dataset='FHMM')","ElecMeterID(instance=9, building=1, dataset='FHMM')","ElecMeterID(instance=10, building=1, dataset='FHMM')","ElecMeterID(instance=11, building=1, dataset='FHMM')","ElecMeterID(instance=12, building=1, dataset='FHMM')","ElecMeterID(instance=13, building=1, dataset='FHMM')"
2015-09-03 02:39:00+02:00,34.1666666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:40:00+02:00,34.3333333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:41:00+02:00,34.0,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:42:00+02:00,34.675,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:43:00+02:00,35.5083333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:44:00+02:00,35.6583333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:45:00+02:00,35.3333333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:46:00+02:00,34.875,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:47:00+02:00,35.625,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:48:00+02:00,35.3333333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:49:00+02:00,35.3416666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:50:00+02:00,80.6458333333,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 02:51:00+02:00,89.7291666667,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 02:52:00+02:00,151.25,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 02:53:00+02:00,144.891666667,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 02:54:00+02:00,140.758333333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 02:55:00+02:00,140.325,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 02:56:00+02:00,133.666666667,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:57:00+02:00,131.333333333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:58:00+02:00,130.735,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 02:59:00+02:00,129.53,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:00:00+02:00,127.843333333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:01:00+02:00,128.0,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:02:00+02:00,127.701666667,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:03:00+02:00,126.646666667,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:04:00+02:00,126.211666667,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:05:00+02:00,126.105540541,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:06:00+02:00,123.992792793,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:07:00+02:00,122.703333333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:08:00+02:00,121.5,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:09:00+02:00,121.338333333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:10:00+02:00,52.3333333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 03:11:00+02:00,34.0,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:12:00+02:00,34.1666666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:13:00+02:00,34.4116666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:14:00+02:00,35.215,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:15:00+02:00,35.1666666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:16:00+02:00,35.605,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:17:00+02:00,35.3933333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:18:00+02:00,35.3333333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:19:00+02:00,35.335,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:20:00+02:00,35.3333333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:21:00+02:00,35.605,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:22:00+02:00,35.395,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:23:00+02:00,35.1566666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:24:00+02:00,34.35,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:25:00+02:00,34.4083333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:26:00+02:00,34.2416666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:27:00+02:00,34.6083333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:28:00+02:00,35.3333333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:29:00+02:00,35.575,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:30:00+02:00,35.2583333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:31:00+02:00,35.325,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:32:00+02:00,35.6666666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:33:00+02:00,35.6666666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:34:00+02:00,35.4083333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:35:00+02:00,35.2583333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:36:00+02:00,34.925,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:37:00+02:00,35.2416666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:38:00+02:00,34.5916666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:39:00+02:00,33.7666666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:40:00+02:00,33.8796666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:41:00+02:00,33.347,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:42:00+02:00,95.0416666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:43:00+02:00,148.536666667,48.0,30.0,0.0,2.0,3.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:44:00+02:00,140.035,48.0,30.0,0.0,2.0,3.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:45:00+02:00,133.624,0.0,30.0,0.0,2.0,35.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:46:00+02:00,130.801,0.0,30.0,0.0,2.0,35.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:47:00+02:00,130.006212121,0.0,30.0,0.0,2.0,35.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:48:00+02:00,131.667121212,0.0,30.0,0.0,2.0,35.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:49:00+02:00,131.281666667,0.0,30.0,0.0,2.0,35.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:50:00+02:00,130.239444444,0.0,30.0,0.0,2.0,35.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:51:00+02:00,127.718888889,0.0,30.0,0.0,2.0,35.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:52:00+02:00,125.416666667,0.0,30.0,0.0,2.0,35.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:53:00+02:00,122.921666667,0.0,30.0,0.0,25.0,3.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:54:00+02:00,121.036666667,0.0,30.0,0.0,25.0,3.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:55:00+02:00,120.95568306,0.0,30.0,0.0,25.0,3.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:56:00+02:00,121.355983607,0.0,30.0,0.0,25.0,3.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:57:00+02:00,121.786666667,0.0,30.0,0.0,25.0,3.0,0.0,0.0,60.0,1.0,0.0,1.0,0.0
2015-09-03 03:58:00+02:00,62.755,0.0,30.0,0.0,25.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 03:59:00+02:00,35.01,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:00:00+02:00,93.325,0.0,30.0,0.0,25.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:01:00+02:00,67.1071428571,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:02:00+02:00,35.4361904762,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:03:00+02:00,35.2983333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:04:00+02:00,35.175,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:05:00+02:00,35.1630952381,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:06:00+02:00,34.4928571429,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:07:00+02:00,34.719047619,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:08:00+02:00,35.9666666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:09:00+02:00,36.3083333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:10:00+02:00,35.6916666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:11:00+02:00,36.4833333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:12:00+02:00,35.1666666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:13:00+02:00,34.6916666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:14:00+02:00,34.975,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:15:00+02:00,34.525,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:16:00+02:00,34.0666666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:17:00+02:00,33.975,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:18:00+02:00,34.025,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:19:00+02:00,33.8583333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:20:00+02:00,34.6170634921,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:21:00+02:00,35.4862698413,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:22:00+02:00,35.2883333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:23:00+02:00,35.1566666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:24:00+02:00,58.4616666667,0.0,30.0,0.0,25.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:25:00+02:00,64.1566666667,0.0,30.0,0.0,25.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:26:00+02:00,64.1766666667,0.0,30.0,0.0,25.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:27:00+02:00,65.3933333333,0.0,30.0,0.0,25.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:28:00+02:00,171.141666667,0.0,30.0,88.0,25.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 04:29:00+02:00,175.541666667,0.0,30.0,88.0,25.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 04:30:00+02:00,167.003333333,0.0,30.0,88.0,25.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 04:31:00+02:00,161.741666667,0.0,30.0,88.0,25.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 04:32:00+02:00,145.515,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 04:33:00+02:00,131.495,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:34:00+02:00,133.286666667,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:35:00+02:00,133.085833333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:36:00+02:00,130.340833333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:37:00+02:00,127.776666667,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:38:00+02:00,124.783333333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:39:00+02:00,123.331666667,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:40:00+02:00,122.944583333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:41:00+02:00,131.287083333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:42:00+02:00,144.951666667,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 04:43:00+02:00,55.51,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 04:44:00+02:00,47.6683333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 04:45:00+02:00,65.0916666667,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:46:00+02:00,65.4083333333,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:47:00+02:00,65.1666666667,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:48:00+02:00,64.9083333333,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:49:00+02:00,64.7583333333,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:50:00+02:00,67.7166666667,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:51:00+02:00,70.5,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:52:00+02:00,71.0,0.0,30.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:53:00+02:00,43.6166666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:54:00+02:00,35.425,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:55:00+02:00,35.0,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:56:00+02:00,35.0,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:57:00+02:00,35.2583333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:58:00+02:00,34.7416666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 04:59:00+02:00,35.575,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:00:00+02:00,35.3333333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:01:00+02:00,35.5083333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:02:00+02:00,34.775,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:03:00+02:00,33.835,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:04:00+02:00,34.0583333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:05:00+02:00,34.1066666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:06:00+02:00,34.8147619048,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:07:00+02:00,35.5752380952,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:08:00+02:00,35.5616666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:09:00+02:00,39.4133333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:10:00+02:00,97.1233333333,0.0,0.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:11:00+02:00,38.6533333333,0.0,0.0,0.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:12:00+02:00,113.588333333,0.0,0.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 05:13:00+02:00,148.068333333,0.0,0.0,88.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 05:14:00+02:00,139.833333333,0.0,0.0,88.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 05:15:00+02:00,134.01,0.0,0.0,88.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:16:00+02:00,130.87,0.0,0.0,88.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:17:00+02:00,129.551666667,0.0,0.0,88.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:18:00+02:00,130.526666667,0.0,0.0,88.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:19:00+02:00,130.808333333,0.0,0.0,88.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:20:00+02:00,129.615,0.0,0.0,88.0,2.0,35.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:21:00+02:00,127.32,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:22:00+02:00,125.45,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:23:00+02:00,124.343333333,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:24:00+02:00,122.95,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:25:00+02:00,122.681666667,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:26:00+02:00,124.038636364,0.0,30.0,88.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:27:00+02:00,49.8696969697,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0
2015-09-03 05:28:00+02:00,35.0166666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:29:00+02:00,35.0,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:30:00+02:00,35.3354166667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:31:00+02:00,34.7395833333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:32:00+02:00,34.0,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:33:00+02:00,34.6583333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:34:00+02:00,35.6916666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:35:00+02:00,35.1666666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:36:00+02:00,35.1583333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:37:00+02:00,35.5083333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:38:00+02:00,35.0,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:39:00+02:00,35.0,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:40:00+02:00,35.0033333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:41:00+02:00,35.4966666667,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:42:00+02:00,34.9583333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:43:00+02:00,35.525,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:44:00+02:00,35.05,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:45:00+02:00,34.0,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:46:00+02:00,34.0,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:47:00+02:00,34.3333333333,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:48:00+02:00,35.45,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:49:00+02:00,35.535,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2015-09-03 05:50:00+02:00,35.6599453552,0.0,30.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
