timestamp,Tablet computer charger,Dish washer,Air handling unit,Fridge,HTPC,Freezer,Kettle,Lamp,Laptop computer,Stove,Television,Audio system,,,
1338889500000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338890400000000000,0,0,26,0,0,0,0,0,36,0,0,0,,,
1338891300000000000,0,0,0,0,0,22,0,0,0,0,0,49,,,
1338892200000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338893100000000000,0,0,0,0,0,22,0,0,0,0,0,49,,,
1338894000000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338894900000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338895800000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338896700000000000,0,0,0,25,0,0,0,0,0,0,64,0,,,
1338897600000000000,0,0,0,25,0,22,0,0,0,0,0,0,,,
1338898500000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338899400000000000,0,0,77,0,0,0,0,0,0,0,0,0,,,
1338900300000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338901200000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338902100000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338903000000000000,0,0,77,0,0,22,0,0,0,0,0,0,,,
1338903900000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338904800000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338905700000000000,0,0,0,0,0,22,0,0,0,0,64,0,,,
1338906600000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338907500000000000,0,0,0,0,0,0,0,0,0,0,0,49,,,
1338908400000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338909300000000000,0,0,77,25,0,0,0,0,0,0,0,0,,,
1338910200000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338911100000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338912000000000000,0,0,0,57,0,0,0,0,36,0,0,0,,,
1338912900000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338913800000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338914700000000000,0,0,0,25,0,0,0,0,0,0,0,0,,,
1338915600000000000,0,0,0,25,58,0,0,0,36,0,0,0,,,
1338916500000000000,0,0,26,0,0,0,0,0,0,0,64,0,,,
1338917400000000000,0,0,0,0,58,22,0,0,0,0,0,0,,,
1338918300000000000,0,0,26,25,0,0,0,0,36,0,64,0,,,
1338919200000000000,0,0,26,25,0,0,0,0,36,0,0,0,,,
1338920100000000000,0,0,0,0,58,22,0,0,36,0,0,0,,,
1338921000000000000,0,0,0,0,0,46,0,0,36,0,0,0,,,
1338921900000000000,0,0,26,57,58,46,0,0,0,0,0,0,,,
1338922800000000000,0,0,26,57,58,46,0,0,83,0,0,0,,,
1338923700000000000,0,205,26,25,58,0,0,210,36,1214,159,0,,,
1338924600000000000,0,0,26,0,0,46,0,114,0,0,159,49,,,
1338925500000000000,0,0,0,57,0,46,0,0,36,0,159,0,,,
1338926400000000000,0,205,77,0,58,0,0,114,83,0,64,0,,,
1338927300000000000,0,0,26,25,58,46,0,0,36,0,159,0,,,
1338928200000000000,0,205,0,0,58,22,0,0,0,0,0,0,,,
1338929100000000000,0,0,0,0,206,0,0,0,36,0,0,49,,,
1338930000000000000,0,0,0,0,0,0,0,210,0,0,64,49,,,
1338930900000000000,0,0,26,25,0,0,300,114,0,0,0,0,,,
1338931800000000000,0,0,26,0,206,46,0,0,0,0,64,0,,,
1338932700000000000,0,0,26,0,0,46,0,0,83,0,159,0,,,
1338933600000000000,0,0,26,25,0,0,0,0,0,289,0,0,,,
1338934500000000000,0,0,26,0,0,0,0,114,0,0,0,138,,,
1338935400000000000,0,0,0,25,58,46,0,0,36,0,0,0,,,
1338936300000000000,0,0,0,25,0,0,0,0,36,0,0,0,,,
1338937200000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338938100000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338939000000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338939900000000000,0,0,0,57,0,0,0,0,36,0,0,0,,,
1338940800000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338941700000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338942600000000000,0,0,26,25,0,0,0,0,36,0,0,0,,,
1338943500000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338944400000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338945300000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338946200000000000,0,0,0,25,0,0,0,0,0,0,0,49,,,
1338947100000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338948000000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338948900000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338949800000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338950700000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338951600000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338952500000000000,0,0,0,0,0,46,0,0,36,0,0,0,,,
1338953400000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338954300000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338955200000000000,0,0,0,25,58,0,0,0,0,0,0,0,,,
1338956100000000000,0,0,26,0,0,22,0,0,0,0,0,0,,,
1338957000000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338957900000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338958800000000000,0,0,26,0,0,0,0,0,0,0,64,0,,,
1338959700000000000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1338960600000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338961500000000000,0,0,77,0,0,0,0,0,0,0,0,0,,,
1338962400000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338963300000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338964200000000000,0,0,0,0,0,0,0,0,0,0,0,49,,,
1338965100000000000,0,0,26,0,0,0,0,0,0,0,64,0,,,
1338966000000000000,0,0,0,0,206,46,0,114,36,0,0,49,,,
1338966900000000000,0,0,0,0,0,0,0,0,36,0,64,0,,,
1338967800000000000,0,0,26,57,0,46,0,0,0,0,0,0,,,
1338968700000000000,0,0,0,0,58,22,0,0,36,0,0,0,,,
1338969600000000000,0,0,0,57,0,0,0,0,0,0,0,138,,,
1338970500000000000,0,0,26,0,0,0,0,0,36,0,0,49,,,
1338971400000000000,0,0,0,0,0,0,0,0,0,0,0,138,,,
1338972300000000000,0,0,0,0,0,0,0,0,0,0,64,0,,,
1338973200000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1338974100000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1338975000000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338975900000000000,0,0,26,57,58,46,0,0,36,0,0,49,,,
1338976800000000000,0,0,0,57,0,22,0,210,0,0,0,0,,,
1338977700000000000,0,0,26,57,58,22,0,0,0,0,0,138,,,
1338978600000000000,0,0,77,25,0,0,300,210,0,289,0,138,,,
1338979500000000000,0,0,0,57,0,22,0,114,36,0,159,49,,,
1338980400000000000,0,0,0,0,58,46,0,114,36,0,64,0,,,
1338981300000000000,0,0,0,0,58,22,0,0,83,0,159,0,,,
1338982200000000000,0,0,26,0,206,46,0,0,0,0,0,49,,,
1338983100000000000,0,0,26,0,0,22,0,210,36,289,159,138,,,
1338984000000000000,0,0,0,57,206,0,0,114,0,289,159,138,,,
1338984900000000000,0,0,77,25,0,46,0,0,0,0,64,0,,,
1338985800000000000,0,0,0,57,0,0,0,0,83,1214,0,0,,,
1338986700000000000,0,1316,26,0,58,46,0,210,83,289,0,138,,,
1338987600000000000,0,0,0,25,58,0,0,114,36,0,0,0,,,
1338988500000000000,0,205,0,0,0,22,863,114,0,289,159,0,,,
1338989400000000000,0,205,0,25,206,22,0,210,36,0,159,0,,,
1338990300000000000,0,0,0,57,0,22,0,0,0,0,0,0,,,
1338991200000000000,0,0,26,25,0,0,0,0,0,0,0,0,,,
1338992100000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1338993000000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338993900000000000,0,0,0,0,0,0,0,114,0,0,0,0,,,
1338994800000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338995700000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1338996600000000000,0,0,77,0,0,22,0,0,0,0,0,0,,,
1338997500000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1338998400000000000,0,0,0,0,0,22,0,0,36,0,0,0,,,
1338999300000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1339000200000000000,0,0,0,57,0,46,0,0,0,0,0,0,,,
1339001100000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1339002000000000000,0,0,26,0,0,0,0,0,0,0,0,0,,,
1339002900000000000,0,0,0,57,0,0,0,0,36,0,0,0,,,
1339003800000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1339004700000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1339005600000000000,0,0,0,25,0,0,0,0,0,0,0,0,,,78300
1339006500000000000,0,0,0,0,0,46,0,0,0,0,0,49,,,
1339007400000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1339008300000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1339009200000000000,0,0,0,57,0,0,0,0,0,0,0,49,,,
1339010100000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1339011000000000000,0,0,0,57,0,0,0,0,0,0,0,0,,,
1339011900000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1339012800000000000,0,0,26,25,0,46,0,0,0,0,0,0,,,
1339013700000000000,0,0,0,0,0,22,0,0,0,0,0,0,,,
1339014600000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1339015500000000000,0,0,26,25,0,0,0,0,36,0,0,0,,,
1339016400000000000,0,0,0,0,0,0,0,0,36,0,0,0,,,
1339017300000000000,0,0,0,0,0,46,0,0,0,0,0,0,,,
1339018200000000000,0,0,26,0,0,46,0,0,36,0,159,49,,,
1339019100000000000,0,205,0,0,58,46,0,0,83,0,159,49,,,
