,min1,min2,min3,min123,max1,max2,max3,max123,mean1,mean2,mean3,mean123,std1,std2,std3,std123,sad1,sad2,sad3,sad123,corl1,corl2,corl3,corl123,onoff1,onoff2,onoff3,onoff123,range1,range2,range3,range123,ptime,pfixed,pprob
2012-06-16 18:45:00,268.911,41.468,226.85,537.822,931.083,702.313,230.671,1862.166,332.893527778,104.330671111,228.562856667,665.787055556,54.6643394842,54.389033013,0.959821381296,109.328678968,3133.103,3082.838,282.075,6266.206,0.845634484355,0.844061882884,0.898015812689,0.845634484355,6.0,6.0,0.0,6.0,662.172,660.845,3.821,1324.344,52,0,1.0
2012-06-16 19:00:00,333.708,104.655,226.681,667.416,615.03,386.184,229.448,1230.06,398.805074444,170.771128889,228.033945556,797.610148889,35.8321991934,35.9179174569,0.48341154891,71.6643983868,1061.435,988.341,216.812,2122.87,0.969914312628,0.970118276769,0.803215801841,0.969914312628,4.0,5.0,0.0,9.0,281.322,281.529,2.767,562.644,53,0,1.0
2012-06-16 19:15:00,274.082,45.709,227.17,548.164,1148.38,917.661,230.991,2296.759,293.145886667,64.5675633333,228.578317778,586.291767778,45.4003498899,45.1139235938,0.741962172577,90.8005950511,2382.613,2298.38,247.103,4765.224,0.637124983849,0.632688228064,0.86753962625,0.63712521152,3.0,3.0,0.0,5.0,874.298,871.952,3.821,1748.595,54,0,1.0
2012-06-16 19:30:00,333.202,104.155,227.001,666.404,1300.33,1071.64,230.973,2600.665,377.351804444,148.731364444,228.620444444,754.703613333,57.2132453654,57.4161186609,0.703445624503,114.426562526,2509.991,2422.203,269.674,5019.992,0.720557097448,0.722710290141,0.832972023604,0.720556769936,3.0,3.0,0.0,3.0,967.128,967.485,3.972,1934.261,55,0,1.0
2012-06-16 19:45:00,271.072,41.287,227.472,542.144,409.442,181.403,231.161,818.884,335.579637778,106.488845556,229.090792222,671.159275556,51.3619787739,51.690157321,0.891304324849,102.723957548,1869.994,1802.542,296.192,3739.988,0.997030876336,0.997129803937,0.872594582712,0.997030876336,2.0,2.0,0.0,9.0,138.37,140.116,3.689,276.74,56,0,1.0
2012-06-16 20:00:00,269.866,41.491,227.387,539.732,936.608,708.27,229.73,1873.216,306.497685556,77.9585966667,228.539088889,612.995371111,41.7949673469,41.7959283713,0.322679453808,83.5899346937,2518.244,2487.315,219.109,5036.488,0.771374698869,0.771315086453,0.557855841883,0.771374698869,7.0,7.0,0.0,9.0,666.742,666.779,2.343,1333.484,57,0,1.0
2012-06-16 20:15:00,320.708,91.957,226.069,641.416,1122.42,892.527,231.227,2244.837,396.603966667,167.789355556,228.814605556,793.207927778,44.2136466179,44.1236411608,0.645174376901,88.4272019423,2399.546,2348.76,233.992,4799.086,0.720763800987,0.719714450332,0.845716747771,0.720764228795,4.0,4.0,0.0,5.0,801.712,800.57,5.158,1603.421,58,0,1.0
2012-06-16 20:30:00,269.366,40.537,226.502,538.732,2180.43,1951.66,231.537,4360.86,643.766992222,414.907118889,228.85995,1287.53406111,718.853888441,718.763726868,0.76614169842,1437.70793409,5559.718,5502.928,243.408,11119.47,0.994049649348,0.994048398251,0.892006899334,0.994049639002,8.0,8.0,0.0,13.0,1911.064,1911.123,5.035,3822.128,59,0,1.0
2012-06-16 20:45:00,298.495,68.548,226.079,596.99,1318.28,1089.99,231.547,2636.561,367.278091111,138.176094444,229.102002222,734.556187778,62.717663198,62.8892010821,1.01374092058,125.435410714,4610.722,4528.865,310.857,9221.446,0.67092005674,0.672833908111,0.87452619023,0.670919861488,6.0,6.0,0.0,12.0,1019.785,1021.442,5.468,2039.571,60,0,1.0
2012-06-16 21:00:00,267.573,39.292,226.653,535.146,417.105,187.836,231.133,834.21,349.748725556,120.698188889,229.050536667,699.497451111,55.5317229323,55.6980004602,0.616102274882,111.063445865,1728.115,1674.322,240.659,3456.23,0.99767870437,0.997743308438,0.823042063071,0.99767870437,2.0,2.0,0.0,13.0,149.532,148.544,4.48,299.064,61,0,1.0
2012-06-16 21:15:00,267.325,39.352,226.559,534.65,1119.6,890.146,231.688,2239.203,298.798671111,69.6446088889,229.154065556,597.597345556,47.09428683,47.2707557213,0.884353413575,94.1886318209,3325.667,3274.347,286.25,6651.34,0.675591164247,0.678078515135,0.861336856932,0.675590928639,2.0,2.0,0.0,6.0,852.275,850.794,5.129,1704.553,62,0,1.0
2012-06-16 21:30:00,322.193,93.263,227.914,644.386,1041.02,812.266,229.853,2082.037,382.011386667,153.097701111,228.913682222,764.02277,39.6022818212,39.5429146394,0.315134448973,79.2045081118,3340.656,3324.32,209.678,6681.306,0.733062667299,0.732007162724,0.563624686536,0.733063577904,4.0,4.0,0.0,7.0,718.827,719.003,1.939,1437.651,63,0,1.0
2012-06-16 21:45:00,243.381,15.553,226.766,486.762,2307.34,1942.67,428.917,4614.673,526.841951111,293.028227778,233.813711111,1053.68389,611.738085754,608.938468463,25.3214219514,1223.47611884,6422.596,5381.582,1301.378,12845.254,0.99319114941,0.993305927724,0.900123437171,0.993191155437,17.0,7.0,10.0,30.0,2063.959,1927.117,202.151,4127.911,64,0,1.0
2012-06-17 06:00:00,34.739,13.383,21.072,69.478,167.332,145.669,22.055,334.664,91.62496,70.0755855556,21.5493744444,183.24992,44.7060889581,44.6943741343,0.171924430499,89.4121779163,352.236,272.176,188.0,704.472,0.998733405135,0.9987515487,-0.136638949647,0.998733405135,2.0,2.0,0.0,4.0,132.593,132.286,0.983,265.186,1,0,1.0
2012-06-17 06:15:00,34.864,13.439,20.865,69.728,721.458,699.769,22.549,1442.916,60.7671522222,39.2360977778,21.5310544444,121.534304444,41.54220247,41.5317755492,0.186778539557,83.0844049401,1552.239,1460.571,189.956,3104.478,0.750243754103,0.75019937965,-0.00311225644165,0.750243754103,3.0,3.0,0.0,3.0,686.594,686.33,1.684,1373.188,2,0,1.0
2012-06-17 06:30:00,86.38,65.047,21.03,172.76,672.51,651.071,22.098,1345.02,114.929026667,93.3771455556,21.5518811111,229.858053333,34.2824308487,34.2770342865,0.175575881567,68.5648616975,1406.104,1318.34,194.664,2812.208,0.804365903497,0.804372299643,-0.192587813393,0.804365903497,5.0,5.0,0.0,6.0,586.13,586.024,1.068,1172.26,3,0,1.0
2012-06-17 06:45:00,35.008,13.429,21.096,70.016,607.467,585.755,22.323,1214.934,80.1067022222,58.5662677778,21.5404344444,160.213404444,27.4125303593,27.4161534967,0.173189702688,54.8250607187,1436.496,1349.946,189.776,2872.992,0.64034789508,0.64102926331,-0.169650288266,0.64034789508,6.0,6.0,0.0,8.0,572.459,572.326,1.227,1144.918,4,0,1.0
2012-06-17 07:00:00,34.753,13.397,20.988,69.506,985.421,963.723,22.102,1970.842,49.8972122222,28.3979266667,21.4992855556,99.7944244444,56.4473183596,56.4359256948,0.179858996843,112.894636719,2740.298,2632.371,205.653,5480.596,0.651606721373,0.651513985511,-0.214258968798,0.651606721373,4.0,4.0,0.0,5.0,950.668,950.326,1.114,1901.336,5,0,1.0
2012-06-17 07:15:00,34.635,13.434,20.846,69.27,192.466,170.815,22.013,384.932,128.285342222,106.79256,21.4927822222,256.570684444,47.3735865087,47.3155128715,0.180931809239,94.7471730175,397.549,323.752,177.721,795.098,0.998834597454,0.99884934289,0.0642280583233,0.998834597454,3.0,3.0,0.0,4.0,157.831,157.381,1.167,315.662,6,0,1.0
2012-06-17 07:30:00,34.778,13.503,20.969,69.556,577.445,555.836,21.999,1154.89,67.21794,45.7463877778,21.4715522222,134.43588,32.1210435909,32.1063452876,0.169212441741,64.2420871819,1249.752,1164.318,182.276,2499.504,0.790744831107,0.790595832571,-0.122591603146,0.790744831107,3.0,3.0,0.0,4.0,542.667,542.333,1.03,1085.334,7,0,1.0
2012-06-17 07:45:00,34.741,13.415,21.011,69.482,1036.05,1014.4,21.999,2072.101,64.7839422222,43.2923733333,21.4915733333,129.567888889,56.2129628432,56.2098472482,0.176228843538,112.426002562,2226.23,2139.378,198.99,4452.462,0.686904670591,0.687093111017,-0.176073525983,0.686904458217,4.0,4.0,0.0,5.0,1001.309,1000.985,0.988,2002.619,8,0,1.0
2012-06-17 08:00:00,33.521,12.369,20.893,67.042,2053.57,2031.53,22.041,4107.141,567.814116667,546.306328889,21.5077211111,1135.62816667,781.548597103,781.484406002,0.188233332703,1563.09707642,5617.852,5563.84,179.066,11235.584,0.995990911642,0.995991564427,0.139072347599,0.995990899996,15.0,15.0,0.0,20.0,2020.049,2019.161,1.148,4040.099,9,0,1.0
2012-06-17 08:15:00,62.317,41.042,20.738,124.634,997.441,976.072,21.919,1994.882,94.6716088889,73.2875322222,21.3840766667,189.343217778,51.1131291814,51.1229471624,0.18069450651,102.226258363,3598.769,3589.172,181.153,7197.538,0.671671226857,0.671888990611,0.00173228738508,0.671671226857,2.0,2.0,0.0,9.0,935.124,935.03,1.181,1870.248,10,0,1.0
2012-06-17 08:30:00,115.23,94.054,20.818,230.46,1031.43,1009.85,22.032,2062.851,140.003293333,118.576446667,21.4268355556,280.006575556,45.0561845018,45.0540493535,0.177573603039,90.11214893,4075.811,4065.478,178.125,8151.604,0.620028252984,0.620482884098,0.0182059156344,0.62002848531,5.0,5.0,0.0,21.0,916.2,915.796,1.214,1832.391,11,0,1.0
2012-06-17 08:45:00,107.97,86.828,20.926,215.94,2032.5,2010.84,219.226,4064.996,642.99117,592.011986667,50.9791577778,1285.98231444,774.017979644,790.849203339,41.0939198613,1548.03592232,8056.864,7648.48,625.716,16113.632,0.995675166421,0.995891091247,0.987638561888,0.995675169665,21.0,16.0,5.0,35.0,1924.53,1924.012,198.3,3849.056,12,0,1.0
2012-06-17 09:00:00,117.799,43.167,73.531,235.598,184.306,109.391,75.346,368.612,164.874098889,90.1905388889,74.68356,329.748197778,23.5792965262,23.615384801,0.247553425117,47.1585930525,707.282,669.806,185.144,1414.564,0.996657417374,0.996828205309,0.39465987194,0.996657417374,1.0,1.0,0.0,2.0,66.507,66.224,1.815,133.014,13,1,1.0
2012-06-17 09:15:00,117.641,43.292,74.171,235.282,705.409,630.5,75.403,1410.818,208.703344444,133.990524444,74.71282,417.406688889,71.8619946502,71.8507350388,0.194381649413,143.7239893,3082.735,3049.554,188.489,6165.47,0.921006456092,0.920955128858,0.0809107425994,0.921006456092,9.0,9.0,0.0,16.0,587.768,587.208,1.232,1175.536,14,1,1.0
2012-06-17 09:30:00,116.881,42.922,73.446,233.762,267.616,192.886,75.398,535.232,185.861618889,111.203495556,74.6581233333,371.723237778,43.000535963,42.8902450035,0.259549188426,86.001071926,813.043,770.161,189.998,1626.086,0.998228202649,0.99825408706,0.468245347932,0.998228202649,4.0,4.0,0.0,5.0,150.735,149.964,1.952,301.47,15,1,1.0
2012-06-17 09:45:00,115.227,41.023,73.442,230.454,590.487,515.357,75.361,1180.974,151.227538889,76.6587588889,74.56878,302.455077778,36.3952753315,36.3264669573,0.248605741542,72.7905506631,2273.35,2237.586,191.1,4546.7,0.87477847859,0.874625357209,0.385814730071,0.87477847859,3.0,3.0,0.0,6.0,475.26,474.334,1.919,950.52,16,1,1.0
2012-06-17 10:00:00,183.904,109.553,73.564,367.808,796.279,721.6,75.342,1592.558,251.619468889,177.101335556,74.5181333333,503.238937778,50.6459913506,50.6492554123,0.212576832933,101.291982701,2277.872,2245.322,199.434,4555.744,0.878386562402,0.878289560655,0.076502425884,0.878386562402,7.0,7.0,0.0,9.0,612.375,612.047,1.778,1224.75,17,1,1.0
2012-06-17 10:15:00,119.171,44.972,73.414,238.342,913.474,838.367,75.69,1826.948,151.289478889,76.6196288889,74.66985,302.578957778,45.5861084134,45.4884166387,0.338832032948,91.1722168269,2648.583,2583.55,206.977,5297.166,0.709498297504,0.7082786874,0.575781856821,0.709498297504,4.0,4.0,0.0,6.0,794.303,793.395,2.276,1588.606,18,1,1.0
2012-06-17 10:30:00,170.789,96.012,73.766,341.578,1084.61,1009.13,75.704,2169.218,190.077046667,115.131016667,74.9460333333,380.154096667,48.1022224134,48.0920724849,0.208340658084,96.2045068252,2632.663,2580.27,202.573,5265.322,0.650193303857,0.650411434001,-0.0599404760109,0.650193032927,6.0,6.0,0.0,7.0,913.821,913.118,1.938,1827.64,19,1,1.0
2012-06-17 10:45:00,129.635,54.723,73.851,259.27,610.695,535.706,75.567,1221.39,205.442431111,130.627375556,74.8150555556,410.884862222,20.4436206501,20.4303936198,0.216669771804,40.8872413002,1561.487,1491.967,203.978,3122.974,0.623483121879,0.623001300487,0.0232727959642,0.623483121879,4.0,4.0,0.0,7.0,481.06,480.983,1.716,962.12,20,1,1.0
2012-06-17 11:00:00,173.487,99.387,73.381,346.974,187.383,112.474,75.356,374.766,176.256981111,101.76284,74.4941411111,352.513962222,2.82230838131,2.7093796734,0.263913140645,5.64461676261,407.623,329.388,207.613,815.246,0.972644007239,0.977793999528,0.284016335569,0.972644007239,0.0,0.0,0.0,0.0,13.896,13.087,1.975,27.792,21,1,1.0
2012-06-17 11:15:00,120.813,46.653,73.757,241.626,917.618,843.429,75.365,1835.236,160.543483333,86.1257322222,74.4177511111,321.086966667,58.5952219835,58.6208465013,0.217572383846,117.190443967,3219.031,3149.187,216.406,6438.062,0.714783773925,0.715019012406,-0.000462576557042,0.714783773925,7.0,7.0,0.0,8.0,796.805,796.776,1.608,1593.61,22,1,1.0
2012-06-17 11:30:00,169.296,95.022,73.738,338.592,261.931,187.403,75.346,523.862,216.85443,142.414581111,74.4398488889,433.70886,35.7455713372,35.8491194512,0.224972838427,71.4911426744,1382.922,1355.067,175.449,2765.844,0.994576503351,0.994629121667,0.402768169434,0.994576503351,5.0,5.0,0.0,10.0,92.635,92.381,1.608,185.27,23,1,1.0
2012-06-17 11:45:00,118.879,44.473,73.334,237.758,246.524,171.911,75.196,493.048,170.585913333,96.08295,74.5029633333,341.171826667,34.2328408882,34.2116590806,0.194968700006,68.4656817764,1523.259,1490.2,185.799,3046.518,0.994253269799,0.994280396044,0.0508931145858,0.994253269799,6.0,6.0,0.0,21.0,127.645,127.438,1.862,255.29,24,1,1.0
2012-06-17 12:00:00,199.964,125.582,73.715,399.928,1274.82,1200.09,75.238,2549.64,335.501705556,260.957615556,74.5440877778,671.003408889,69.4291581514,69.4079286688,0.228490408095,138.858293695,5202.316,5186.577,185.373,10404.632,0.789672043194,0.789647261123,0.343739908846,0.789672073943,11.0,11.0,0.0,34.0,1074.856,1074.508,1.523,2149.712,25,1,1.0
2012-06-17 12:15:00,190.288,115.774,73.465,380.576,409.44,334.851,219.556,818.88,246.354746667,161.291548889,85.0631977778,492.709493333,47.3721696883,34.0809262959,34.8811390394,94.7443393765,2410.795,2064.732,507.055,4821.59,0.978063368421,0.968678385813,0.989365179804,0.978063368421,14.0,9.0,4.0,26.0,219.152,219.077,146.091,438.304,26,1,1.0
2012-06-17 12:30:00,181.315,106.688,73.893,362.63,1200.4,1125.26,75.252,2400.799,249.878941111,175.278551111,74.6003888889,499.757881111,68.6819371181,68.6653671111,0.206815770546,137.363858842,3969.659,3931.369,180.99,7939.316,0.775955438073,0.776019925658,0.217226986909,0.775955511348,7.0,7.0,0.0,9.0,1019.085,1018.572,1.359,2038.169,27,1,1.0
2012-06-17 12:45:00,152.15,41.625,43.527,304.3,389.566,241.402,280.633,779.132,272.910577778,150.899371111,122.011206667,545.821155556,36.6625592339,77.9563790947,72.9819468651,73.3251184679,1630.053,1104.423,654.888,3260.106,0.969328634263,0.998584637839,0.993874562802,0.969328634263,11.0,7.0,4.0,20.0,237.416,199.777,237.106,474.832,28,1,1.0
2012-06-17 13:00:00,271.275,41.764,228.959,542.55,722.354,491.391,232.187,1444.708,299.394585556,68.6950344444,230.699551111,598.789171111,32.6673365552,32.4200745105,0.542983746429,65.3346731103,1110.226,976.27,222.172,2220.452,0.87778967773,0.876025409286,0.831389898378,0.87778967773,3.0,3.0,0.0,3.0,451.079,449.627,3.228,902.158,29,1,1.0
2012-06-17 13:15:00,323.077,93.299,227.999,646.154,885.991,653.673,232.826,1771.982,371.471533333,140.60905,230.862483333,742.943066667,39.7156694519,39.4107618201,0.817493315005,79.4313389038,1461.778,1278.576,303.228,2923.556,0.866440719082,0.864540046575,0.816242859519,0.866440719082,4.0,4.0,0.0,5.0,562.914,560.374,4.827,1125.828,30,1,1.0
2012-06-17 13:30:00,254.851,25.056,229.486,509.702,774.527,543.611,231.613,1549.054,282.098123333,51.6638255556,230.434297778,564.196246667,39.0864537357,38.9981258253,0.369038106011,78.1729074715,1312.477,1188.79,226.451,2624.954,0.861392460815,0.861103054764,0.621154133313,0.861392460815,5.0,5.0,0.0,5.0,519.676,518.555,2.127,1039.352,31,1,1.0
2012-06-17 13:45:00,294.228,66.676,226.756,588.456,956.616,725.785,231.754,1913.232,318.628061111,88.6349944444,229.993066667,637.256122222,35.7314649653,35.3901059452,0.949977771533,71.4629299306,1754.096,1579.357,286.125,3508.192,0.764153521672,0.760027215517,0.883579562713,0.764153521672,6.0,6.0,0.0,8.0,662.388,659.109,4.998,1324.776,32,1,1.0
2012-06-17 14:00:00,245.034,15.562,228.3,490.068,408.382,177.668,231.848,816.764,324.997502222,94.3955522222,230.60195,649.995004444,41.1621147344,41.1719010822,0.456792749463,82.3242294688,474.079,335.933,243.684,948.158,0.997834880916,0.99787684896,0.690924766573,0.997834880916,2.0,2.0,0.0,5.0,163.348,162.106,3.548,326.696,33,1,1.0
2012-06-17 14:15:00,245.662,15.724,226.634,491.324,1089.43,859.226,231.518,2178.857,300.110311111,69.9150711111,230.195233333,600.220615556,37.8873676029,37.8809905066,0.661551226727,75.7745961626,1953.79,1774.202,291.458,3907.574,0.5056439136,0.505813531079,0.747279198293,0.505643951635,2.0,2.0,0.0,3.0,843.768,843.502,4.884,1687.533,34,1,1.0
2012-06-17 14:30:00,243.933,14.636,228.751,487.866,849.903,619.853,231.274,1699.806,292.896325556,62.5931933333,230.303132222,585.792651111,36.6631919589,36.6319760093,0.40378547932,73.3263839178,1481.604,1354.119,229.311,2963.208,0.818348302232,0.818068899275,0.671926524108,0.818348302232,5.0,5.0,0.0,6.0,605.97,605.217,2.523,1211.94,35,1,1.0
2012-06-17 14:45:00,295.445,66.547,226.54,590.89,878.271,648.183,231.386,1756.542,324.358105556,94.4319055556,229.9262,648.716211111,36.1112792429,36.1433515094,0.76394923656,72.2225584858,1452.945,1277.881,280.714,2905.89,0.79745033349,0.797874885045,0.813808276539,0.79745033349,4.0,4.0,0.0,6.0,582.826,581.636,4.846,1165.652,36,1,1.0
2012-06-17 15:00:00,245.179,15.525,228.253,490.358,2200.42,1970.48,231.339,4400.837,572.170418889,341.959346667,230.211054444,1144.34082,684.027223585,683.998667808,0.47699439781,1368.05439831,4283.504,4154.663,245.017,8566.934,0.994487673439,0.994489827692,0.725924170544,0.994487656154,6.0,6.0,0.0,8.0,1955.241,1954.955,3.086,3910.479,37,1,1.0
2012-06-17 15:15:00,244.755,15.52,228.883,489.51,1047.05,815.949,231.481,2094.103,326.679422222,96.3026655556,230.376761111,653.358848889,68.1080389135,67.9929001377,0.443125394536,136.216124883,2689.142,2567.464,231.518,5378.29,0.851179442332,0.850615486387,0.70591757278,0.851179237477,6.0,6.0,0.0,9.0,802.295,800.429,2.598,1604.593,38,1,1.0
2012-06-17 15:30:00,296.404,67.232,228.544,592.808,371.123,140.139,231.688,742.246,310.283996667,79.9014033333,230.382593333,620.567993333,26.1081976957,26.249418224,0.64701335676,52.2163953914,357.348,216.319,240.335,714.696,0.997379450344,0.997529266575,0.850598051512,0.997379450344,1.0,1.0,0.0,2.0,74.719,72.907,3.144,149.438,39,1,1.0
2012-06-17 15:45:00,244.536,16.611,227.227,489.072,1184.54,953.802,231.744,2369.079,317.329974444,86.8129366667,230.517042222,634.659953333,66.6976626421,66.6953018998,0.582915994951,133.395383127,3210.623,3093.436,265.133,6421.244,0.794630128893,0.794750295184,0.75690567317,0.794629870645,8.0,8.0,0.0,11.0,940.004,937.191,4.517,1880.007,40,1,1.0
2012-06-17 16:00:00,377.756,147.414,228.554,755.512,511.844,281.653,231.594,1023.688,458.007562222,227.722873333,230.284688889,916.015124444,26.057720635,26.1103008017,0.527035857608,52.11544127,2660.059,2610.919,230.262,5320.118,0.982810360378,0.983126703943,0.789947242929,0.982810360378,6.0,6.0,0.0,44.0,134.088,134.239,3.04,268.176,41,1,1.0
2012-06-17 16:15:00,322.018,92.779,227.227,644.036,413.753,182.564,231.819,827.506,352.852213333,122.779521111,230.072692222,705.704426667,27.4977088188,27.3210852911,0.788546514764,54.9954176375,2878.028,2837.872,333.7,5756.056,0.986317941083,0.986357179638,0.77795443526,0.986317941083,2.0,2.0,0.0,28.0,91.735,89.785,4.592,183.47,42,1,1.0
2012-06-17 16:30:00,322.848,94.362,226.653,645.696,1349.7,1120.1,231.895,2699.398,434.790625556,204.885396667,229.90523,869.581252222,68.6513585335,68.4860342014,0.745406232154,137.302715656,5165.152,5114.578,306.79,10330.3,0.863647690681,0.863166932108,0.791419921792,0.863647871101,15.0,16.0,0.0,46.0,1026.852,1025.738,5.242,2053.702,43,1,1.0
2012-06-17 16:45:00,301.445,69.983,227.029,602.89,486.431,255.656,231.829,972.862,397.666061111,167.457498889,230.208562222,795.332122222,63.2788868925,63.1689295435,0.711608536443,126.557773785,2810.54,2778.365,312.369,5621.08,0.996835176698,0.996843091722,0.758706191064,0.996835176698,3.0,3.0,0.0,31.0,184.986,185.673,4.8,369.972,44,1,1.0
2012-06-17 17:00:00,293.72,64.15,227.274,587.44,1218.83,987.552,232.121,2437.656,348.79617,118.863136667,229.933028889,697.592335556,49.5059627855,49.3782728335,0.792164166007,99.011847376,3288.554,3215.619,316.941,6577.1,0.665249657802,0.664037395489,0.796583774703,0.665249943649,6.0,6.0,0.0,13.0,925.11,923.402,4.847,1850.216,45,1,1.0
2012-06-17 17:15:00,338.572,109.257,226.775,677.144,877.326,647.313,231.603,1754.652,406.147622222,176.479395556,229.668226667,812.295244444,31.6847891415,31.6556364027,0.809426024517,63.369578283,2343.209,2267.29,336.035,4686.418,0.799753440372,0.79992247629,0.759325622702,0.799753440372,4.0,4.0,0.0,12.0,538.754,538.056,4.828,1077.508,46,0,1.0
2012-06-17 17:30:00,266.881,36.889,227.001,533.762,675.852,444.588,231.575,1351.704,290.683537778,60.9648777778,229.71866,581.367075556,29.7052577422,29.3964134272,0.606938433838,59.4105154845,2067.517,1991.647,292.686,4135.034,0.851724646741,0.849250683111,0.734681280115,0.851724646741,4.0,4.0,0.0,9.0,408.971,407.699,4.574,817.942,47,0,1.0
2012-06-17 17:45:00,316.271,87.999,227.058,632.542,1079.7,849.992,231.913,2159.403,346.829673333,117.089106667,229.74057,693.65935,40.8219289713,40.7297412118,0.754799249615,81.643917852,2644.604,2581.681,287.129,5289.214,0.702373729501,0.70122890789,0.826701535045,0.702372836675,4.0,4.0,0.0,9.0,763.429,761.993,4.855,1526.861,48,0,1.0
2012-06-17 18:00:00,266.939,36.838,227.001,533.878,406.712,177.742,232.008,813.424,341.428225556,111.674188889,229.754036667,682.856451111,52.6077054858,52.9161221179,0.729949355817,105.215410972,1477.839,1390.049,324.666,2955.678,0.997855979409,0.997964603123,0.730630269408,0.997855979409,2.0,2.0,0.0,4.0,139.773,140.904,5.007,279.546,49,0,1.0
2012-06-17 18:15:00,270.364,42.074,227.453,540.728,2217.09,1986.31,231.697,4434.184,555.424582222,325.777867778,229.646761111,1110.84921111,632.926316304,632.908654704,0.849106658499,1265.85275384,6374.319,6252.26,297.131,12748.764,0.993094799767,0.99309800333,0.849917273941,0.993094779534,19.0,19.0,0.0,36.0,1946.726,1944.236,4.244,3893.456,50,0,1.0
2012-06-17 18:30:00,296.159,68.214,226.992,592.318,962.117,732.914,231.443,1924.234,340.997858889,111.191751111,229.806107778,681.995717778,40.3179569032,40.2799568367,0.484228125098,80.6359138064,1642.873,1480.501,281.462,3285.746,0.801793249203,0.801334417816,0.631162788618,0.801793249203,5.0,5.0,0.0,6.0,665.958,664.7,4.451,1331.916,51,0,1.0
2012-06-17 18:45:00,261.954,33.889,226.116,523.908,727.468,496.335,231.866,1454.936,300.451067778,70.3381377778,230.11293,600.902135556,33.0321830618,32.95938042,0.819436355423,66.0643661235,2967.217,2861.583,346.908,5934.434,0.864252564567,0.86412566851,0.742928297244,0.864252564567,7.0,6.0,0.0,49.0,465.514,462.446,5.75,931.028,52,0,1.0
2012-06-17 19:00:00,313.579,85.152,226.982,627.158,1075.79,844.699,232.045,2151.584,347.832392222,117.988457778,229.843935556,695.664785556,54.4218154093,54.0817656461,0.783747692329,108.843645711,3506.721,3451.456,322.301,7013.45,0.860555792989,0.859071270748,0.773898518688,0.860555892374,5.0,5.0,0.0,37.0,762.211,759.547,5.063,1524.426,53,0,1.0
2012-06-17 19:15:00,297.207,70.025,226.399,594.414,490.496,261.528,231.283,980.992,390.427851111,160.538683333,229.889167778,780.855702222,34.5055638699,34.4233735048,0.769779175872,69.0111277398,2724.013,2663.31,361.691,5448.026,0.968431996117,0.968508802129,0.64114634654,0.968431996117,7.0,7.0,0.0,29.0,193.289,191.503,4.884,386.578,54,0,1.0
2012-06-17 19:30:00,316.599,86.785,226.945,633.198,922.814,692.105,231.989,1845.628,357.398241111,127.44395,229.954291111,714.796482222,32.1692125137,32.0309149426,0.80689745268,64.3384250274,3067.088,2996.701,304.601,6134.176,0.688956656993,0.686878134812,0.815893604261,0.688956656993,10.0,10.0,0.0,31.0,606.215,605.32,5.044,1212.43,55,0,1.0
2012-06-17 19:45:00,345.101,115.343,227.895,690.202,811.484,580.173,232.064,1622.968,369.727837778,139.565758889,230.162078889,739.455675556,27.3529969021,27.2564527528,0.647032661604,54.7059938043,2910.215,2866.905,306.554,5820.43,0.741438707988,0.739815171694,0.721823337533,0.741438707988,8.0,8.0,0.0,36.0,466.383,464.83,4.169,932.766,56,0,1.0
2012-06-17 20:00:00,307.188,76.357,226.493,614.376,786.383,555.175,231.923,1572.766,354.545391111,124.161067778,230.384323333,709.090782222,36.7416033058,36.834404903,0.780983817326,73.4832066115,3563.718,3505.603,291.179,7127.436,0.856207166046,0.857119220318,0.773566037816,0.856207166046,9.0,9.0,0.0,59.0,479.195,478.818,5.43,958.39,57,0,1.0
2012-06-17 20:15:00,285.076,55.139,226.568,570.152,340.838,110.261,231.725,681.676,324.937781111,94.78819,230.149591111,649.875562222,8.87162551805,9.02594718323,0.802869914486,17.7432510361,1871.892,1790.003,280.677,3743.784,0.910893107907,0.915707037783,0.812292573547,0.910893107907,2.0,2.0,0.0,33.0,55.762,55.122,5.157,111.524,58,0,1.0
2012-06-17 20:30:00,260.983,33.546,226.728,521.966,1083.43,852.802,231.876,2166.856,345.51805,114.95178,230.566267778,691.036097778,59.3944539959,59.2420526821,0.667573952164,118.788880349,3157.767,3034.044,264.147,6315.526,0.78244683666,0.781399157664,0.75923668189,0.782447048628,8.0,8.0,0.0,17.0,822.447,819.256,5.148,1644.89,59,0,1.0
2012-06-17 20:45:00,297.126,66.528,226.54,594.252,412.99,182.083,232.393,825.98,308.849612222,77.9989777778,230.850634444,617.699224444,28.6475173916,28.7776318596,0.407216756667,57.2950347833,445.932,323.167,216.003,891.864,0.996899361538,0.996889578898,0.666942065904,0.996899361538,3.0,3.0,0.0,6.0,115.864,115.555,5.853,231.728,60,0,1.0
2012-06-17 21:00:00,245.617,15.488,226.832,491.234,858.873,627.665,231.697,1717.746,288.486006667,57.7182288889,230.767777778,576.972013333,42.6990859809,42.7063790911,0.394014837916,85.3981719619,1549.23,1417.584,230.51,3098.46,0.849025206132,0.849120184147,0.591936032074,0.849025206132,5.0,5.0,0.0,10.0,613.256,612.177,4.865,1226.512,61,0,1.0
