,tablet computer charger,dish washer,air handling unit,fridge,htpc,freezer,kettle,lamp,laptop computer,stove,television,audio system,TABLET COMPUTER CHARGER,DISH WASHER,AIR HANDLING UNIT,FRIDGE,HTPC,FREEZER,KETTLE,LAMP,LAPTOP COMPUTER,STOVE,TELEVISION,AUDIO SYSTEM,mix
2012-07-24 22:30:00+02:00,2.0,0.0,2.0,70.0,210.0,880.0,0.0,2.0,45.0,,160.0,50.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-24 22:45:00+02:00,2.0,0.0,0.0,17.0,210.0,54.0,0.0,2.0,0.0,,160.0,50.0,0,0,0,0,1,0,0,0,0,0,0,1,True
2012-07-24 23:00:00+02:00,2.0,0.0,2.0,666.0,212.0,861.0,0.0,2.0,0.0,,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-24 23:15:00+02:00,4.0,0.0,0.0,66.0,210.0,54.0,0.0,2.0,0.0,,160.0,50.0,0,0,0,0,1,0,0,0,0,0,0,1,True
2012-07-24 23:30:00+02:00,2.0,0.0,0.0,489.0,212.0,771.0,0.0,6.0,0.0,,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-24 23:45:00+02:00,2.0,0.0,0.0,75.0,210.0,54.0,0.0,2.0,0.0,,160.0,50.0,0,0,0,0,1,0,0,0,0,0,0,1,True
2012-07-25 00:00:00+02:00,2.0,0.0,0.0,2.0,212.0,931.0,0.0,2.0,0.0,,160.0,52.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-25 00:15:00+02:00,2.0,0.0,0.0,917.0,212.0,54.0,0.0,2.0,0.0,,160.0,161.0,0,0,0,0,1,0,0,0,0,0,0,1,False
2012-07-25 00:30:00+02:00,2.0,0.0,0.0,68.0,2.0,807.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 00:45:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 01:00:00+02:00,2.0,0.0,0.0,910.0,2.0,848.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 01:15:00+02:00,2.0,0.0,0.0,66.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 01:30:00+02:00,2.0,0.0,2.0,885.0,2.0,852.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 01:45:00+02:00,2.0,0.0,0.0,75.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 02:00:00+02:00,2.0,0.0,2.0,2.0,2.0,580.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 02:15:00+02:00,2.0,0.0,0.0,902.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 02:30:00+02:00,2.0,4.0,0.0,68.0,2.0,493.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 02:45:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 03:00:00+02:00,2.0,0.0,0.0,893.0,2.0,859.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 03:15:00+02:00,2.0,0.0,0.0,64.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 03:30:00+02:00,2.0,0.0,2.0,568.0,2.0,901.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 03:45:00+02:00,2.0,0.0,0.0,72.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 04:00:00+02:00,2.0,0.0,0.0,2.0,2.0,578.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 04:15:00+02:00,2.0,0.0,0.0,885.0,2.0,861.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 04:30:00+02:00,2.0,0.0,0.0,68.0,2.0,58.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 04:45:00+02:00,2.0,0.0,0.0,883.0,2.0,602.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 05:00:00+02:00,2.0,0.0,2.0,77.0,2.0,56.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 05:15:00+02:00,2.0,0.0,0.0,64.0,2.0,769.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 05:30:00+02:00,2.0,0.0,2.0,929.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 05:45:00+02:00,2.0,0.0,0.0,72.0,2.0,912.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 06:00:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 06:15:00+02:00,2.0,0.0,0.0,893.0,2.0,852.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 06:30:00+02:00,2.0,0.0,0.0,66.0,2.0,884.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 06:45:00+02:00,2.0,0.0,0.0,547.0,2.0,56.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 07:00:00+02:00,2.0,0.0,0.0,906.0,2.0,777.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 07:15:00+02:00,2.0,0.0,0.0,64.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 07:30:00+02:00,2.0,0.0,0.0,880.0,2.0,884.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 07:45:00+02:00,2.0,0.0,2.0,72.0,2.0,805.0,2.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 08:00:00+02:00,2.0,0.0,2.0,2.0,2.0,58.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 08:15:00+02:00,2.0,0.0,0.0,906.0,2.0,867.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 08:30:00+02:00,2.0,0.0,0.0,68.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 08:45:00+02:00,2.0,0.0,2.0,17.0,2.0,867.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 09:00:00+02:00,4.0,0.0,0.0,1000.0,2.0,811.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 09:15:00+02:00,2.0,2279.0,0.0,66.0,2.0,60.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 09:30:00+02:00,4.0,2234.0,0.0,874.0,2.0,882.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 09:45:00+02:00,2.0,2177.0,0.0,75.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 10:00:00+02:00,2.0,2262.0,2.0,2.0,2.0,852.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 10:15:00+02:00,2.0,2243.0,0.0,895.0,2.0,852.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 10:30:00+02:00,2.0,17.0,0.0,68.0,2.0,62.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 10:45:00+02:00,2.0,4.0,0.0,2.0,2.0,805.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 11:00:00+02:00,2.0,2.0,0.0,508.0,2.0,56.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 11:15:00+02:00,4.0,4.0,0.0,66.0,2.0,880.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 11:30:00+02:00,4.0,2.0,0.0,953.0,2.0,54.0,0.0,2.0,81.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,False
2012-07-25 11:45:00+02:00,2.0,0.0,2.0,75.0,2.0,897.0,7.0,2.0,81.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,False
2012-07-25 12:00:00+02:00,4.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,62.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 12:15:00+02:00,4.0,0.0,83.0,866.0,2.0,707.0,1900.0,2.0,15.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 12:30:00+02:00,2.0,0.0,173.0,85.0,2.0,54.0,0.0,2.0,9.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 12:45:00+02:00,4.0,0.0,0.0,2.0,2.0,916.0,0.0,2.0,2.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 13:00:00+02:00,4.0,0.0,0.0,880.0,2.0,54.0,1849.0,2.0,2.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 13:15:00+02:00,2.0,0.0,2.0,68.0,2.0,848.0,0.0,2.0,2.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 13:30:00+02:00,2.0,0.0,0.0,75.0,2.0,54.0,1844.0,2.0,2.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 13:45:00+02:00,2.0,0.0,85.0,75.0,2.0,833.0,0.0,2.0,2.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 14:00:00+02:00,4.0,0.0,62.0,62.0,2.0,54.0,0.0,2.0,7.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 14:15:00+02:00,2.0,0.0,0.0,75.0,2.0,942.0,0.0,2.0,2.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 14:30:00+02:00,4.0,0.0,0.0,60.0,2.0,54.0,0.0,2.0,47.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 14:45:00+02:00,2.0,0.0,0.0,2.0,2.0,803.0,0.0,2.0,45.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 15:00:00+02:00,2.0,0.0,2.0,2.0,53.0,54.0,0.0,2.0,43.0,,0.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 15:15:00+02:00,2.0,0.0,0.0,2.0,23.0,906.0,0.0,2.0,0.0,,0.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 15:30:00+02:00,2.0,0.0,0.0,2.0,23.0,54.0,0.0,2.0,0.0,,0.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 15:45:00+02:00,2.0,0.0,0.0,2.0,23.0,792.0,0.0,2.0,0.0,,0.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 16:00:00+02:00,2.0,0.0,0.0,2.0,23.0,56.0,0.0,2.0,0.0,,0.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 16:15:00+02:00,2.0,0.0,0.0,961.0,2.0,878.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 16:30:00+02:00,2.0,0.0,0.0,72.0,2.0,56.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 16:45:00+02:00,2.0,0.0,85.0,66.0,2.0,64.0,1881.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 17:00:00+02:00,2.0,0.0,85.0,79.0,2.0,56.0,1866.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 17:15:00+02:00,2.0,0.0,85.0,66.0,2.0,863.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 17:30:00+02:00,2.0,0.0,0.0,64.0,2.0,62.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 17:45:00+02:00,2.0,0.0,0.0,876.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 18:00:00+02:00,2.0,0.0,2.0,68.0,2.0,775.0,0.0,2.0,36.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 18:15:00+02:00,2.0,0.0,83.0,878.0,2.0,54.0,0.0,2.0,47.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 18:30:00+02:00,2.0,0.0,2.0,83.0,2.0,764.0,0.0,2.0,41.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 18:45:00+02:00,2.0,0.0,0.0,64.0,2.0,54.0,0.0,2.0,2.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 19:00:00+02:00,4.0,0.0,2.0,961.0,2.0,653.0,0.0,2.0,47.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 19:15:00+02:00,4.0,0.0,0.0,81.0,2.0,54.0,0.0,2.0,43.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 19:30:00+02:00,2.0,0.0,0.0,81.0,2.0,859.0,0.0,2.0,43.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 19:45:00+02:00,4.0,0.0,0.0,706.0,2.0,54.0,0.0,2.0,43.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 20:00:00+02:00,2.0,0.0,2.0,68.0,2.0,865.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 20:15:00+02:00,2.0,0.0,0.0,713.0,2.0,56.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 20:30:00+02:00,2.0,0.0,0.0,77.0,2.0,839.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 20:45:00+02:00,2.0,0.0,0.0,66.0,2.0,64.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 21:00:00+02:00,2.0,0.0,0.0,838.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 21:15:00+02:00,2.0,0.0,0.0,72.0,2.0,867.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 21:30:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 21:45:00+02:00,2.0,0.0,0.0,887.0,2.0,867.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 22:00:00+02:00,2.0,0.0,2.0,66.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 22:15:00+02:00,2.0,0.0,0.0,963.0,2.0,871.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 22:30:00+02:00,2.0,0.0,0.0,77.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 22:45:00+02:00,2.0,0.0,0.0,64.0,2.0,897.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 23:00:00+02:00,2.0,0.0,0.0,902.0,2.0,54.0,0.0,6.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 23:15:00+02:00,2.0,0.0,0.0,70.0,2.0,561.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 23:30:00+02:00,2.0,0.0,0.0,2.0,2.0,56.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-25 23:45:00+02:00,2.0,0.0,0.0,885.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 00:00:00+02:00,2.0,0.0,2.0,66.0,2.0,850.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 00:15:00+02:00,2.0,0.0,0.0,970.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 00:30:00+02:00,2.0,0.0,0.0,77.0,2.0,903.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 00:45:00+02:00,2.0,0.0,2.0,64.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 01:00:00+02:00,2.0,0.0,2.0,993.0,2.0,546.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 01:15:00+02:00,4.0,0.0,0.0,70.0,2.0,54.0,0.0,2.0,2.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 01:30:00+02:00,2.0,0.0,2.0,15.0,2.0,846.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 01:45:00+02:00,2.0,0.0,0.0,955.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 02:00:00+02:00,2.0,0.0,2.0,66.0,2.0,837.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 02:15:00+02:00,2.0,0.0,2.0,887.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 02:30:00+02:00,2.0,0.0,2.0,75.0,2.0,918.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 02:45:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 03:00:00+02:00,2.0,0.0,4.0,923.0,2.0,929.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 03:15:00+02:00,2.0,0.0,2.0,68.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 03:30:00+02:00,2.0,0.0,0.0,2.0,2.0,869.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 03:45:00+02:00,2.0,0.0,0.0,955.0,2.0,56.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 04:00:00+02:00,2.0,0.0,0.0,66.0,2.0,859.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 04:15:00+02:00,2.0,0.0,0.0,778.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 04:30:00+02:00,2.0,0.0,0.0,75.0,2.0,869.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 04:45:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 05:00:00+02:00,2.0,0.0,0.0,1000.0,2.0,784.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 05:15:00+02:00,2.0,0.0,0.0,70.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 05:30:00+02:00,2.0,0.0,0.0,2.0,2.0,796.0,2.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 05:45:00+02:00,2.0,0.0,0.0,880.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 06:00:00+02:00,2.0,0.0,0.0,66.0,2.0,612.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 06:15:00+02:00,2.0,0.0,2.0,874.0,2.0,54.0,0.0,6.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 06:30:00+02:00,2.0,0.0,0.0,77.0,2.0,869.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 06:45:00+02:00,2.0,0.0,0.0,64.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 07:00:00+02:00,2.0,0.0,2.0,908.0,2.0,901.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 07:15:00+02:00,2.0,0.0,2.0,72.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 07:30:00+02:00,2.0,0.0,2.0,2.0,2.0,856.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 07:45:00+02:00,2.0,0.0,2.0,921.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 08:00:00+02:00,2.0,0.0,2.0,68.0,2.0,921.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 08:15:00+02:00,2.0,0.0,0.0,64.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 08:30:00+02:00,2.0,0.0,0.0,62.0,2.0,788.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 08:45:00+02:00,2.0,0.0,0.0,75.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 09:00:00+02:00,4.0,0.0,2.0,60.0,2.0,880.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 09:15:00+02:00,4.0,0.0,0.0,60.0,2.0,54.0,0.0,2.0,47.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 09:30:00+02:00,4.0,0.0,83.0,17.0,2.0,809.0,0.0,2.0,45.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 09:45:00+02:00,2.0,0.0,0.0,15.0,2.0,54.0,0.0,2.0,43.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 10:00:00+02:00,2.0,0.0,0.0,2.0,2.0,837.0,0.0,2.0,47.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 10:15:00+02:00,2.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,41.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 10:30:00+02:00,4.0,0.0,0.0,2.0,2.0,820.0,0.0,2.0,43.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 10:45:00+02:00,4.0,0.0,0.0,2.0,2.0,54.0,0.0,2.0,43.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 11:00:00+02:00,4.0,0.0,0.0,2.0,2.0,880.0,0.0,2.0,45.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 11:15:00+02:00,2.0,0.0,0.0,936.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 11:30:00+02:00,2.0,0.0,2.0,70.0,2.0,856.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 11:45:00+02:00,2.0,0.0,2.0,66.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 12:00:00+02:00,2.0,0.0,0.0,919.0,2.0,829.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 12:15:00+02:00,2.0,0.0,0.0,68.0,2.0,54.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 12:30:00+02:00,4.0,0.0,2.0,598.0,2.0,871.0,0.0,2.0,0.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 12:45:00+02:00,2.0,0.0,2.0,87.0,2.0,54.0,0.0,2.0,47.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 13:00:00+02:00,2.0,0.0,83.0,66.0,2.0,839.0,0.0,2.0,43.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
2012-07-26 13:15:00+02:00,2.0,0.0,167.0,897.0,2.0,54.0,0.0,2.0,43.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,False
2012-07-26 13:30:00+02:00,4.0,0.0,2.0,70.0,2.0,912.0,0.0,2.0,43.0,,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,True
